program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,created,last_edit,workout_frequency,exercise_guidance
FP001082,Body Part Split Powerlifting Program,"Intense 5-day split designed for athletes wanting both strength and muscle gains.

This 15-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced lifters seeking improvements in Powerbuilding, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Advanced""]","[""Powerbuilding"", ""Muscle & Sculpting""]",At Home,15,60,454,2025-03-08 20:00:28,2025-03-31 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 70-90% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Resistance Band Chest Press (Chest)
- Superman Holds (Back)

**Isolation Movements:**
- Decline Push-Ups (Chest)
- Inverted Rows (Back)
- Handstand Holds (Shoulders)
- Wall Angels (Shoulders)
- Resistance Band Hammer Curls (Arms)
- Bodyweight Skull Crushers (Arms)

#### Lower Body Day
**Compound Movements:**
- Step-Ups
- Bodyweight Squats

**Isolation Movements:**
- Lunges
- Bulgarian Split Squats
- Mountain Climbers (Core)
- Leg Raises (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001083,Essential Bodyweight Fitness System,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 16-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate trainees pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","[""Intermediate""]","[""Strength""]",Garage Gym,16,90,600,2024-03-13 20:00:28,2025-07-18 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 3-6
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 75-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Floor Press (Chest)
- Rear Delt Flyes (Shoulders)

**Isolation Movements:**
- Dumbbell Bench Press (Chest)
- Push-Ups (Chest)
- Upright Rows (Shoulders)
- Tricep Kickbacks (Triceps)
- Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Inverted Rows
- Barbell Deadlifts

**Isolation Movements:**
- Barbell Deadlifts (Back)
- Concentration Curls (Biceps)
- Hammer Curls (Biceps)
- Rear Delt Flyes (Rear Delts)

#### Legs Day
**Compound Movements:**
- Bulgarian Split Squats
- Step-Ups

**Isolation Movements:**
- Good Mornings
- Standing Calf Raises
- Hanging Leg Raises (Core)
- Weighted Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001084,6-Day Full Body with Specialization Split,"Train the entire body 3 times per week, focusing on compound movements for optimal muscle stimulation.

This 16-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Novice, Intermediate, Advanced trainees seeking Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include supersets for efficiency, rest-pause techniques.

Weekly Schedule:
Monday: Full Body
Tuesday: Full Body
Thursday: Full Body
Friday: Full Body","[""Novice"", ""Intermediate"", ""Advanced""]","[""Athletics""]",At Home,16,50,600,2025-07-06 20:00:28,2025-08-22 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Push-Ups
- Single-Leg RDLs
- Lunges
- Inverted Rows

**Isolation Movements:**
- Resistance Band Chest Press (Chest)
- Inverted Rows (Back)
- Wall Angels (Shoulders)
- Lunges (Legs)
- Chair Dips (Arms)
- Mountain Climbers (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001085,Essential Conditioning Framework,"High-frequency approach with specialization sets for targeted muscle growth.

This 9-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Wednesday: Training
Thursday: Training
Saturday: Training
Sunday: Training","[""Novice""]","[""Athletics""]",Garage Gym,9,70,312,2024-12-05 20:00:28,2025-07-10 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Barbell Rows
- Dips
- Deadlifts
- Barbell Squats

**Isolation Movements:**
- Floor Press (Chest)
- Barbell Deadlifts (Back)
- Seated Dumbbell Press (Shoulders)
- Barbell Squats (Legs)
- Barbell Curls (Arms)
- Ab Rollouts (Core)

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP001086,MassBuild,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 8-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate, Beginner, Advanced trainees looking to improve Bodyweight Fitness, Weight Loss.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, rest-pause techniques, tempo variations.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy","[""Intermediate"", ""Beginner"", ""Advanced""]","[""Bodyweight Fitness"", ""Weight Loss""]",Full Gym,8,90,350,2024-07-12 20:00:28,2025-06-17 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Smith Machine Bench Press (Chest)
- Pull-Ups (Back)

**Isolation Movements:**
- Dumbbell Pullovers (Chest)
- Cable Rows (Back)
- Lateral Raises (Shoulders)
- Cable Lateral Raises (Shoulders)
- Dips (Arms)
- Skull Crushers (Arms)

#### Lower Body Day
**Compound Movements:**
- Barbell Squats
- Leg Extensions

**Isolation Movements:**
- Leg Curls
- Hack Squats
- Machine Crunches (Core)
- Planks (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001087,3-Day PHUL (Power Hypertrophy Upper Lower) Split,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 3-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Beginner individuals pursuing Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include structured progression schemes.

Weekly Schedule:
Monday: Training
Friday: Training
Saturday: Training
Sunday: Training","[""Beginner""]","[""Powerlifting""]",Dumbbell Only,3,45,68,2024-11-19 20:00:28,2025-02-12 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 5-10
- Rest between sets: 60-90 seconds

### Intensity Guidelines
- Main compound lifts: 65-75% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Floor Press (Chest)
- Bent-Over T-Raises (Back)

**Isolation Movements:**
- Dumbbell Flyes (Chest)
- Bent-Over Y-Raises (Back)
- Lateral Raises (Shoulders)
- Seated Dumbbell Press (Shoulders)
- Diamond Push-Ups (Arms)
- Hammer Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Goblet Squats
- Dumbbell Lunges

**Isolation Movements:**
- Dumbbell Step-Ups
- Single-Leg RDLs
- Weighted Planks (Core)
- Dumbbell V-Sits (Core)

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP001088,5-Day PHUL (Power Hypertrophy Upper Lower) Split,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 1-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Intermediate, Beginner individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Saturday: Training","[""Intermediate"", ""Beginner""]","[""Weight Loss""]",Dumbbell Only,1,40,22,2025-07-04 20:00:28,2025-07-12 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Dumbbell Bench Press (Chest)
- Dumbbell Deadlifts (Back)

**Isolation Movements:**
- Floor Press (Chest)
- Bent-Over Y-Raises (Back)
- Front Raises (Shoulders)
- Lateral Raises (Shoulders)
- Dumbbell Curls (Arms)
- Cross-Body Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Dumbbell Calf Raises
- Goblet Squats

**Isolation Movements:**
- Dumbbell Romanian Deadlifts
- Single-Leg RDLs
- Renegade Rows (Core)
- Dumbbell Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001089,TitanSculpt Pro,"Science-based program alternating between strength and volume for optimal results.

This 4-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Advanced trainees looking to improve Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy","[""Advanced""]","[""Powerlifting""]",At Home,4,50,133,2025-07-20 20:00:28,2025-09-05 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 1-5
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 80-95% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Decline Push-Ups (Chest)
- Resistance Band Rows (Back)

**Isolation Movements:**
- Floor Flyes (Chest)
- Resistance Band Pulldowns (Back)
- Resistance Band Lateral Raises (Shoulders)
- Pike Push-Ups (Shoulders)
- Plank Up-Downs (Arms)
- Isometric Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Bulgarian Split Squats
- Wall Sits

**Isolation Movements:**
- Calf Raises
- Single-Leg Glute Bridges
- Planks (Core)
- Bird Dogs (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001090,Ultimate Strength Builder,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 6-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Intermediate trainees seeking Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, strategic deloads, drop sets for muscle fatigue, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Full Body
Tuesday: Full Body
Friday: Full Body","[""Intermediate""]","[""Powerbuilding""]",Garage Gym,6,90,194,2024-06-04 20:00:28,2025-08-23 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 70-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Barbell Rows
- Deadlifts
- Barbell Squats
- Dips

**Isolation Movements:**
- Incline Dumbbell Press (Chest)
- Pull-Ups (Back)
- Front Raises (Shoulders)
- Bulgarian Split Squats (Legs)
- Hammer Curls (Arms)
- Weighted Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001091,6-Day Push/Pull/Legs (PPL) Split,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 4-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Athletics, Bodybuilding, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include autoregulation guidelines.

Weekly Schedule:
Monday: Training
Thursday: Training
Friday: Training
Sunday: Training","[""Intermediate""]","[""Athletics"", ""Bodybuilding"", ""Muscle & Sculpting""]",Dumbbell Only,4,40,55,2025-07-15 20:00:28,2025-10-21 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Svend Press (Chest)
- Rear Delt Flyes (Back)

**Isolation Movements:**
- Hex Press (Chest)
- Renegade Rows (Back)
- Seated Dumbbell Press (Shoulders)
- Lateral Raises (Shoulders)
- Diamond Push-Ups (Arms)
- Tricep Kickbacks (Arms)

#### Lower Body Day
**Compound Movements:**
- Single-Leg RDLs
- Dumbbell Lunges

**Isolation Movements:**
- Goblet Squats
- Dumbbell Step-Ups
- Weighted Sit-Ups (Core)
- Dumbbell Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001092,Muscle General Fitness Method,"Popular 6-day training split focusing on related muscle groups each session.

This 2-week PPL program involves 3 weekly sessions (1 push, 1 pull, and 1 leg day), ideal for Novice trainees pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, strategic deloads.

Weekly Schedule:
Tuesday: Push
Thursday: Pull
Saturday: Legs","[""Novice""]","[""Muscle & Sculpting""]",Garage Gym,2,45,70,2025-06-18 20:00:28,2025-07-25 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Floor Press (Chest)
- Overhead Press (Shoulders)

**Isolation Movements:**
- Dumbbell Flyes (Chest)
- Push-Ups (Chest)
- Push Press (Shoulders)
- Tricep Kickbacks (Triceps)
- Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Good Mornings
- Barbell Deadlifts

**Isolation Movements:**
- Inverted Rows (Back)
- Hammer Curls (Biceps)
- Chin-Ups (Biceps)
- Rear Delt Flyes (Rear Delts)

#### Legs Day
**Compound Movements:**
- Good Mornings
- Romanian Deadlifts

**Isolation Movements:**
- Goblet Squats
- Standing Calf Raises
- Ab Rollouts (Core)
- Decline Sit-Ups (Core)

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP001093,Upper/Lower Weight Loss Program,"High-frequency approach with specialization sets for targeted muscle growth.

This 14-week Full Body with Specialization program includes 3 training sessions per week, structured to optimize gains for Intermediate, Beginner, Novice individuals pursuing Powerbuilding, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include supersets for efficiency.

Weekly Schedule:
Monday: Training
Friday: Training
Saturday: Training","[""Intermediate"", ""Beginner"", ""Novice""]","[""Powerbuilding"", ""Bodybuilding""]",Garage Gym,14,30,208,2025-08-28 20:00:28,2025-10-06 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 70-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Barbell Rows
- Deadlifts
- Bench Press
- Power Cleans

**Isolation Movements:**
- Resistance Band Chest Press (Chest)
- Meadows Rows (Back)
- Z-Press (Shoulders)
- Romanian Deadlifts (Legs)
- Chin-Ups (Arms)
- Weighted Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001094,6-Day Push/Pull Split,"4-day split organizing workouts by movement type for balanced development.

This 2-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Bodybuilding, Weight Loss, General Fitness.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training","[""Intermediate""]","[""Bodybuilding"", ""Weight Loss"", ""General Fitness""]",At Home,2,75,79,2024-10-04 20:00:28,2025-03-18 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 8-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Push-Ups
- Diamond Push-Ups
- Decline Push-Ups

**Back:**
- Inverted Rows
- Resistance Band Pull-Aparts
- Resistance Band Pulldowns

**Shoulders:**
- Wall Angels
- Resistance Band Overhead Press
- Handstand Holds

**Arms:**
- Isometric Curls
- Chair Dips
- Resistance Band Curls

**Legs:**
- Bodyweight Squats
- Bulgarian Split Squats
- Step-Ups

**Core:**
- Side Planks
- Bird Dogs
- Dead Bugs

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP001095,Upper/Lower Bodyweight Fitness Program,"Comprehensive training program offering high frequency and volume for advanced trainees.

This 13-week Upper/Lower/Push/Pull/Legs program includes 3 training sessions per week, structured to optimize gains for Novice individuals pursuing General Fitness, Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, tempo variations.

Weekly Schedule:
Thursday: Training
Saturday: Training
Sunday: Training","[""Novice""]","[""General Fitness"", ""Athletics""]",Dumbbell Only,13,75,345,2024-09-05 20:00:28,2025-08-31 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Dumbbell Bench Press (Chest)
- Dumbbell Rows (Back)

**Isolation Movements:**
- Push-Ups (weighted) (Chest)
- Dumbbell Pullovers (Back)
- Seated Alternating Overhead Press (Shoulders)
- Y-Presses (Shoulders)
- Dumbbell Curls (Arms)
- Concentration Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Bulgarian Split Squats
- Dumbbell Romanian Deadlifts

**Isolation Movements:**
- Dumbbell Calf Raises
- Single-Leg RDLs
- Weighted Crunches (Core)
- Weighted Sit-Ups (Core)

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP001096,5-Day ULPPL Split,"Maximum frequency training approach for experienced lifters.

This 14-week ULPPL program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Weight Loss, Powerbuilding, General Fitness.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Training
Wednesday: Training
Thursday: Training
Saturday: Training","[""Advanced""]","[""Weight Loss"", ""Powerbuilding"", ""General Fitness""]",Dumbbell Only,14,30,341,2024-12-08 20:00:28,2025-10-14 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Svend Press
- Dumbbell Bench Press
- Floor Press

**Back:**
- Dumbbell Rows
- Bent-Over Y-Raises
- Dumbbell Deadlifts

**Shoulders:**
- Seated Alternating Overhead Press
- Arnold Press
- Rear Delt Flyes

**Arms:**
- Concentration Curls
- Diamond Push-Ups
- Cross-Body Curls

**Legs:**
- Bulgarian Split Squats
- Dumbbell Romanian Deadlifts
- Dumbbell Step-Ups

**Core:**
- Weighted Sit-Ups
- Hollow Holds
- Dumbbell Russian Twists

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001097,Optimal Bodyweight Fitness Method,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 6-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Advanced, Beginner, Intermediate trainees pursuing Bodyweight Fitness, Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","[""Advanced"", ""Beginner"", ""Intermediate""]","[""Bodyweight Fitness"", ""Powerbuilding""]",At Home,6,50,246,2025-09-28 20:00:28,2025-10-13 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Single-Arm Floor Press (Chest)
- Wall Angels (Shoulders)

**Isolation Movements:**
- Resistance Band Chest Press (Chest)
- Floor Flyes (Chest)
- Pike Push-Ups (Shoulders)
- Chair Dips (Triceps)
- Diamond Push-Ups (Triceps)

#### Pull Day
**Compound Movements:**
- Inverted Rows
- Superman Holds

**Isolation Movements:**
- Dolphin Kicks (Back)
- Resistance Band Hammer Curls (Biceps)
- Resistance Band Curls (Biceps)

#### Legs Day
**Compound Movements:**
- Bodyweight Squats
- Bulgarian Split Squats

**Isolation Movements:**
- Step-Ups
- Single-Leg Glute Bridges
- Bicycle Crunches (Core)
- Dead Bugs (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP001098,Essential Muscle & Sculpting System,"Traditional bodybuilding split focusing on one or two muscle groups per workout.

This 14-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner lifters focusing on General Fitness, Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs","[""Beginner""]","[""General Fitness"", ""Athletics""]",At Home,14,30,161,2024-12-27 20:00:28,2025-09-28 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 10-15
- Rest between sets: 60-90 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Push-Ups
- Floor Flyes
- Hindu Push-Ups

**Back:**
- Superman Holds
- Bird Dogs
- Dolphin Kicks

**Shoulders:**
- Hindu Push-Ups
- YTW Raises
- Resistance Band Overhead Press

**Arms:**
- Resistance Band Curls
- Isometric Curls
- Bodyweight Skull Crushers

**Legs:**
- Step-Ups
- Lunges
- Single-Leg Glute Bridges

**Core:**
- Bird Dogs
- Planks
- Leg Raises

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP001099,Full Body with Specialization Powerbuilding Program,"4-day split organizing workouts by movement type for balanced development.

This 15-week Push/Pull program includes 3 training sessions per week, structured to optimize gains for Advanced individuals pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Friday: Training
Saturday: Training
Sunday: Training","[""Advanced""]","[""Athletics""]",Garage Gym,15,80,325,2025-09-21 20:00:28,2025-11-03 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Resistance Band Chest Press
- Incline Dumbbell Press
- Push-Ups

**Back:**
- Barbell Deadlifts
- Pull-Ups
- Good Mornings

**Shoulders:**
- Lateral Raises
- Overhead Press
- Rear Delt Flyes

**Arms:**
- Barbell Curls
- Skull Crushers
- Close-Grip Bench Press

**Legs:**
- Lunges
- Standing Calf Raises
- Step-Ups

**Core:**
- Side Planks
- Weighted Russian Twists
- Ab Rollouts

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
