,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
836,FP000837,Full Body Athletics Program,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 14-week Upper/Lower/Push/Pull/Legs program includes 6 training sessions per week, structured to optimize gains for Beginner individuals pursuing Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Beginner'],['Bodybuilding'],Dumbbell Only,14,90,511,4,Beginner,Bodybuilding,Upper/Lower,7.0
837,FP000838,Power Power Program,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 10-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Advanced trainees seeking General Fitness, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, strategic deloads, drop sets for muscle fatigue, rest-pause techniques, tempo variations.

Weekly Schedule:
Tuesday: Full Body
Wednesday: Full Body
Sunday: Full Body",['Advanced'],"['General Fitness', 'Muscle & Sculpting']",At Home,10,30,205,3,Advanced,General Fitness,Full Body,6.0
838,FP000839,3-Day Upper/Lower Split,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 8-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Advanced, Novice individuals pursuing Strength, Bodybuilding, Athletics.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Sunday: Training","['Advanced', 'Novice']","['Strength', 'Bodybuilding', 'Athletics']",Dumbbell Only,8,30,244,4,Advanced,Strength,Upper/Lower,7.0
839,FP000840,Full Body Muscle & Sculpting Program,"Classic bodybuilding split separating workouts by movement pattern for maximum recovery.

This 12-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Novice trainees pursuing Bodybuilding, Weight Loss.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, supersets for efficiency.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Novice'],"['Bodybuilding', 'Weight Loss']",Garage Gym,12,80,441,6,Novice,Bodybuilding,Push/Pull/Legs,9.0
840,FP000841,Push/Pull Powerbuilding Program,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 10-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate trainees looking to improve Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, rest-pause techniques, tempo variations.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy",['Intermediate'],['Strength'],At Home,10,30,243,4,Intermediate,Strength,Other,6.0
841,FP000842,Advanced Conditioning Plan,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 12-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Advanced lifters focusing on Muscle & Sculpting, General Fitness, Strength.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Advanced'],"['Muscle & Sculpting', 'General Fitness', 'Strength']",At Home,12,80,502,6,Advanced,Muscle & Sculpting,Upper/Lower,10.0
842,FP000843,PrimeGrowth System,"5-day program combining powerlifting and bodybuilding approaches for strength and size.

This 9-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice lifters seeking improvements in Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, strategic deloads, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Novice'],['Weight Loss'],At Home,9,60,352,3,Novice,Weight Loss,Other,6.0
843,FP000844,Cutting-edge Bodybuilding Method,"High-volume PPL program hitting each muscle group twice weekly for maximum hypertrophy.

This 11-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate trainees pursuing Powerlifting, Bodyweight Fitness, Athletics.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include strategic deloads, supersets for efficiency, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Intermediate'],"['Powerlifting', 'Bodyweight Fitness', 'Athletics']",At Home,11,80,207,6,Intermediate,Powerlifting,Push/Pull/Legs,10.0
844,FP000845,Balanced Bodybuilding Formula,"Comprehensive 6-day program optimized for advanced muscle development.

This 2-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Novice, Beginner individuals pursuing General Fitness, Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Novice', 'Beginner']","['General Fitness', 'Weight Loss']",Garage Gym,2,60,65,6,Novice,General Fitness,Push/Pull/Legs,9.0
845,FP000846,Proven Bodybuilding Protocol,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 8-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Strength, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, strategic deloads, rest-pause techniques, tempo variations.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Advanced'],"['Strength', 'Bodybuilding']",Dumbbell Only,8,45,237,5,Advanced,Strength,Body Part Split,9.0
846,FP000847,Core Muscle Protocol,"Advanced training split for targeted development of specific muscle groups.

This 2-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Novice'],['Strength'],Full Gym,2,30,59,5,Novice,Strength,Body Part Split,6.0
847,FP000848,PrimeAthletic Elite,"Innovative 5-day split optimized for both strength and hypertrophy gains.

This 3-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Novice individuals pursuing Bodyweight Fitness, Muscle & Sculpting, Powerlifting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training",['Novice'],"['Bodyweight Fitness', 'Muscle & Sculpting', 'Powerlifting']",Garage Gym,3,75,183,4,Novice,Bodyweight Fitness,Upper/Lower,7.0
848,FP000849,Modern Building Blueprint,"Specialized program alternating between power and hypertrophy training across 5 weekly sessions.

This 6-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Intermediate lifters seeking improvements in Weight Loss, Powerlifting, Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Intermediate'],"['Weight Loss', 'Powerlifting', 'Strength']",Full Gym,6,90,364,3,Intermediate,Weight Loss,Other,8.0
849,FP000850,Dynamic Powerbuilding Builder,"Comprehensive training program offering high frequency and volume for advanced trainees.

This 4-week Upper/Lower/Push/Pull/Legs program includes 6 training sessions per week, structured to optimize gains for Novice individuals pursuing Powerbuilding, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include strategic deloads, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],"['Powerbuilding', 'Muscle & Sculpting']",Dumbbell Only,4,90,132,4,Novice,Powerbuilding,Upper/Lower,8.0
850,FP000851,PeakAthletic 2.0,"Comprehensive 6-day program optimized for advanced muscle development.

This 5-week ULPPL program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Training
Wednesday: Training
Thursday: Training
Friday: Training",['Novice'],['Powerlifting'],Garage Gym,5,60,166,6,Novice,Powerlifting,Push/Pull/Legs,9.0
851,FP000852,Advanced Powerbuilding Method,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 15-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner, Novice, Intermediate lifters focusing on Weight Loss, Athletics, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Beginner', 'Novice', 'Intermediate']","['Weight Loss', 'Athletics', 'Powerlifting']",Dumbbell Only,15,50,600,6,Beginner,Weight Loss,Upper/Lower,7.0
852,FP000853,Effective Bodyweight Fitness Builder,"Full-body approach with additional volume for lagging or prioritized muscle groups.

This 9-week Full Body with Specialization program includes 5 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training",['Intermediate'],['Powerbuilding'],Garage Gym,9,100,489,3,Intermediate,Powerbuilding,Full Body,8.0
853,FP000854,Cutting-edge Powerbuilding Builder,"Advanced training split hitting each muscle group multiple times weekly.

This 9-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Training
Friday: Training
Saturday: Training",['Intermediate'],['Strength'],Garage Gym,9,120,455,6,Intermediate,Strength,Push/Pull/Legs,10.0
854,FP000855,4-Day Upper/Lower Split,"Comprehensive push/pull/legs routine designed for advanced muscle development.

This 1-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate trainees pursuing Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, rest-pause techniques.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Intermediate'],['Bodybuilding'],Dumbbell Only,1,50,18,6,Intermediate,Bodybuilding,Push/Pull/Legs,9.0
855,FP000856,Progressive Power Protocol,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 14-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced lifters seeking improvements in Weight Loss, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Advanced'],"['Weight Loss', 'Muscle & Sculpting']",Garage Gym,14,50,497,3,Advanced,Weight Loss,Body Part Split,7.0
856,FP000857,PHAT (Power Hypertrophy Adaptive Training) Strength Program,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 6-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, supersets for efficiency.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Advanced'],['Weight Loss'],Full Gym,6,90,183,5,Advanced,Weight Loss,Body Part Split,10.0
857,FP000858,Advanced Hypertrophy Split,"Train all major muscle groups every session with compound lifts followed by isolation work.

This 12-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Novice, Advanced trainees seeking Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, tempo variations.

Weekly Schedule:
Tuesday: Full Body
Friday: Full Body
Saturday: Full Body","['Novice', 'Advanced']",['Powerlifting'],Garage Gym,12,30,323,3,Novice,Powerlifting,Full Body,4.0
858,FP000859,5-Day Body Part Split Split,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 3-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Novice, Beginner, Advanced trainees seeking General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include periodized intensity and volume, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Full Body
Thursday: Full Body
Saturday: Full Body
Sunday: Full Body","['Novice', 'Beginner', 'Advanced']",['General Fitness'],At Home,3,120,167,3,Novice,General Fitness,Full Body,7.0
859,FP000860,TitanHypertrophy 2.0,"Advanced training split providing optimal stimulus for maximum muscle development.

This 2-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads.

Weekly Schedule:
Monday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Advanced'],['Bodybuilding'],Full Gym,2,45,97,4,Advanced,Bodybuilding,Upper/Lower,8.0
860,FP000861,Explosive Muscle & Sculpting System,"Traditional bodybuilding split focusing on one or two muscle groups per workout.

This 11-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Shoulders
Tuesday: Chest
Wednesday: Arms
Thursday: Legs
Friday: Rest
Saturday: Back",['Novice'],['Strength'],Full Gym,11,30,258,5,Novice,Strength,Body Part Split,6.0
861,FP000862,3-Day Body Part Split Split,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 16-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Beginner individuals pursuing General Fitness, Athletics, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training",['Beginner'],"['General Fitness', 'Athletics', 'Muscle & Sculpting']",Dumbbell Only,16,100,600,4,Beginner,General Fitness,Upper/Lower,7.0
862,FP000863,Upper/Lower/Push/Pull/Legs Muscle & Sculpting Program,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 8-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate trainees pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Intermediate'],['Weight Loss'],Full Gym,8,30,293,6,Intermediate,Weight Loss,Push/Pull/Legs,8.0
863,FP000864,Full Body Bodybuilding Program,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 7-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Novice, Advanced, Beginner lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Wednesday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Novice', 'Advanced', 'Beginner']",['Strength'],Dumbbell Only,7,30,145,4,Novice,Strength,Upper/Lower,5.0
864,FP000865,PHAT (Power Hypertrophy Adaptive Training) Bodyweight Fitness Program,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 13-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Advanced lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, strategic deloads, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Advanced'],['Strength'],Full Gym,13,70,406,6,Advanced,Strength,Upper/Lower,10.0
865,FP000866,4-Day Push/Pull/Legs (PPL) Split,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 15-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Novice, Intermediate, Advanced trainees pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms, strategic deloads, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","['Novice', 'Intermediate', 'Advanced']",['Bodyweight Fitness'],Garage Gym,15,100,353,6,Novice,Bodyweight Fitness,Push/Pull/Legs,10.0
866,FP000867,PeakAthletic Max,"High-frequency, high-volume approach for experienced lifters seeking maximum gains.

This 2-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Beginner, Intermediate, Advanced individuals pursuing Powerbuilding, Weight Loss, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training","['Beginner', 'Intermediate', 'Advanced']","['Powerbuilding', 'Weight Loss', 'Bodybuilding']",Full Gym,2,45,104,6,Beginner,Powerbuilding,Push/Pull/Legs,7.0
867,FP000868,Revolutionary Fitness Routine,"Efficient training structure hitting each movement pattern twice weekly.

This 8-week Push/Pull program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue.

Weekly Schedule:
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training",['Advanced'],['Weight Loss'],At Home,8,45,159,4,Advanced,Weight Loss,Other,8.0
868,FP000869,4-Day Upper/Lower/Push/Pull/Legs Split,"Train the entire body 3 times per week, focusing on compound movements for optimal muscle stimulation.

This 11-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner trainees seeking Bodybuilding, Bodyweight Fitness, General Fitness.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads.

Weekly Schedule:
Tuesday: Full Body
Thursday: Full Body
Saturday: Full Body",['Beginner'],"['Bodybuilding', 'Bodyweight Fitness', 'General Fitness']",Full Gym,11,60,255,3,Beginner,Bodybuilding,Full Body,5.0
869,FP000870,Maximum Core Approach,"Advanced training split hitting each muscle group multiple times weekly.

This 10-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Beginner, Intermediate individuals pursuing Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, strategic deloads, rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training
Sunday: Training","['Beginner', 'Intermediate']",['Powerlifting'],Full Gym,10,90,600,6,Beginner,Powerlifting,Push/Pull/Legs,9.0
870,FP000871,AlphaHypertrophy System,"Specialized program alternating between power and hypertrophy training across 5 weekly sessions.

This 5-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Beginner lifters seeking improvements in Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, rest-pause techniques.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Beginner'],['Powerlifting'],Garage Gym,5,120,192,3,Beginner,Powerlifting,Other,6.0
871,FP000872,Explosive Mass Routine,"High-frequency approach with specialization sets for targeted muscle growth.

This 10-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Strength, Muscle & Sculpting, Athletics.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include autoregulation guidelines.

Weekly Schedule:
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],"['Strength', 'Muscle & Sculpting', 'Athletics']",Dumbbell Only,10,45,305,3,Novice,Strength,Full Body,5.0
872,FP000873,Scientific Conditioning Split,"Balanced training program with extra focus on specific areas needing development.

This 12-week Full Body with Specialization program includes 6 training sessions per week, structured to optimize gains for Novice individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],['Muscle & Sculpting'],Dumbbell Only,12,30,288,3,Novice,Muscle & Sculpting,Full Body,4.0
873,FP000874,Hypertrophy Strength Method,"Modified full-body program with additional work for priority muscle groups.

This 4-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Beginner individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Wednesday: Training
Friday: Training
Saturday: Training",['Beginner'],['Muscle & Sculpting'],At Home,4,45,59,3,Beginner,Muscle & Sculpting,Full Body,4.0
874,FP000875,Explosive Functional Blueprint,"4-day split alternating between upper and lower body workouts for optimal recovery and growth.

This 13-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Advanced lifters focusing on Powerlifting, Powerbuilding.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, supersets for efficiency, tempo variations.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Thursday: Upper Body
Friday: Lower Body",['Advanced'],"['Powerlifting', 'Powerbuilding']",At Home,13,70,550,4,Advanced,Powerlifting,Upper/Lower,9.0
875,FP000876,Progressive Bodybuilding Plan,"Hybrid program combining power and hypertrophy training across 4 weekly sessions.

This 7-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Beginner trainees looking to improve Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy",['Beginner'],['Bodybuilding'],Garage Gym,7,30,134,4,Beginner,Bodybuilding,Other,4.0
876,FP000877,Ultimate Body Approach,"Traditional bodybuilding split focusing on one or two muscle groups per workout.

This 13-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include tempo variations.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Advanced'],['Powerlifting'],Full Gym,13,45,369,5,Advanced,Powerlifting,Body Part Split,9.0
877,FP000878,PHUL (Power Hypertrophy Upper Lower) Weight Loss Program,"High-frequency training approach hitting all muscle groups 3 times per week with varied intensity.

This 10-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Intermediate trainees seeking Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Full Body
Wednesday: Full Body
Saturday: Full Body",['Intermediate'],['Powerlifting'],At Home,10,75,447,3,Intermediate,Powerlifting,Full Body,7.0
